county_fips,year,outcome_year,y,lag_1,lag_3_mean_obs,lag_5_mean_obs,years_since_last_obs,sample_weight
01009,2012,2013,0,1.09,1.0833333366666669,1.2020000020000001,1,4403.6697247706425
01009,2013,2014,0,1.23,1.2066666666666668,1.2000000020000001,1,4390.243902439024
01009,2014,2015,0,1.84,1.3866666666666667,1.264000002,1,4402.173913043478
01009,2015,2016,0,1.3200001,1.4633333666666666,1.3560000200000002,1,4393.939061065223
01009,2016,2017,0,1.45,1.5366666999999998,1.38600002,1,4413.793103448276
01009,2017,2018,0,1.11,1.2933333666666667,1.39000002,1,4414.414414414414
01009,2018,2019,,1.33,1.2966666666666666,1.41000002,1,4436.090225563909
01011,2004,2005,0,2.0599999,1.7999999666666666,1.492000002,1,1019.4175252144429
01011,2005,2006,0,1.11,1.5466666333333334,1.616,1,1171.1711711711712
01011,2006,2007,0,1.71,1.6266666333333335,1.6439999799999998,1,1169.5906432748538
01011,2007,2008,0,1.89,1.57,1.6479999800000003,1,1164.021164021164
01011,2008,2009,0,2.4000001,2.000000033333333,1.834,1,1166.6666180555574
01011,2009,2010,0,1.71,2.000000033333333,1.76400002,1,1169.5906432748538
01011,2010,2011,0,2.22,2.1100000333333333,1.98600002,1,1171.1711711711712
01011,2011,2012,0,1.4,1.7766666666666666,1.92400002,1,1071.4285714285716
01011,2012,2013,0,2.79,2.1366666666666667,2.10400002,1,1075.268817204301
01011,2013,2014,0,1.49,1.8933333333333333,1.9220000000000002,1,1073.8255033557048
01011,2014,2015,0,3.6300001,2.6366667,2.30600002,1,1074.3801356920073
01011,2015,2016,0,2.79,2.6366667,2.4200000200000003,1,1075.268817204301
01011,2016,2017,1,2.3599999,2.926666666666667,2.612,1,1016.9491956334405
01011,2017,2018,1,3.05,2.7333333,2.664,1,1016.3934426229508
01011,2018,2019,,3.8299999,3.079999933333333,3.13199998,1,1018.2767889889501
01013,2004,2005,0,0.69999999,1.1999999966666666,1.291999978,1,2000.0000285714289
01013,2005,2006,0,1.05,1.0499999966666667,1.3519999779999998,1,2476.190476190476
01013,2006,2007,0,0.76999998,0.83999999,1.083999994,1,2467.5325316242215
01013,2007,2008,0,1.46,1.0933333266666667,1.075999994,1,2465.753424657534
01013,2008,2009,0,1.05,1.0933333266666667,1.0059999940000002,1,2476.190476190476
01013,2009,2010,0,1.58,1.3633333333333333,1.181999996,1,2468.3544303797466
01013,2010,2011,0,1.47,1.366666666666667,1.2659999960000001,1,2517.0068027210887
01013,2011,2012,0,1.74,1.596666666666667,1.4600000000000002,1,2413.793103448276
01013,2012,2013,0,1.45,1.5533333333333335,1.4579999999999997,1,2413.793103448276
01013,2013,2014,0,1.87,1.6866666666666668,1.6219999999999999,1,2406.417112299465
01013,2014,2015,0,1.66,1.6600000000000001,1.638,1,2409.6385542168673
01013,2015,2016,0,2.0699999,1.8666666333333335,1.75799998,1,2415.4590538869106
01013,2016,2017,0,2.8099999,2.1799999333333333,1.9719999600000002,1,1957.2954433201226
01013,2017,2018,0,1.13,2.0033332666666666,1.9079999600000002,1,1946.9026548672568
01013,2018,2019,,2.2,2.0466666333333334,1.9739999599999998,1,1954.5454545454543
01015,2007,2008,1,3.26,3.3733333,3.42599996,1,13404.907975460124
01015,2008,2009,1,3.46,3.2566666666666664,3.4779999600000004,1,13381.502890173411
01015,2009,2010,1,3.25,3.323333333333333,3.3659999800000002,1,13415.384615384615
01015,2010,2011,0,3.27,3.3266666666666667,3.258,1,14801.223241590214
01015,2011,2012,1,3.22,3.2466666666666666,3.2920000000000003,1,13975.155279503106
01015,2012,2013,1,3.3499999,3.279999966666667,3.3099999799999997,1,13970.149670750738
01015,2013,2014,0,3.3099999,3.2933332666666666,3.27999996,1,13987.915830450627
01015,2014,2015,1,3.26,3.3066666,3.2819999599999994,1,13987.730061349694
01015,2015,2016,0,3.5799999,3.3833332666666665,3.34399994,1,13966.480837052537
01015,2016,2017,,3.5999999,3.479999933333333,3.41999992,1,13361.111482253098
01017,2006,2007,0,1.37,1.8833333,1.9119999999999997,3,3649.63503649635
01017,2007,2008,0,1.97,1.67,2.062,1,3654.822335025381
01017,2008,2009,0,2.1900001,1.8433333666666665,1.9619999999999997,1,3652.967869727495
01017,2009,2010,0,1.26,1.8066666999999998,1.69200002,1,3650.7936507936506
01017,2010,2011,0,1.59,1.6800000333333334,1.67600002,1,4088.0503144654085
01017,2011,2012,,1.63,1.4933333333333334,1.72800002,1,4478.527607361963
01019,2004,2005,0,2.54,2.01,1.8039999999999998,1,1771.6535433070867
01019,2005,2006,0,0.83999997,1.7833333233333335,1.745999994,1,2142.8572193877576
01019,2006,2007,0,0.75,1.3766666566666668,1.523999994,1,2133.3333333333335
01019,2007,2008,0,1.4,0.9966666566666667,1.499999994,1,2142.857142857143
01019,2008,2009,0,1.5,1.2166666666666666,1.405999994,1,2133.3333333333335
01019,2009,2010,0,1.08,1.3266666666666667,1.1139999939999998,1,2129.6296296296296
01019,2010,2011,0,0.95999998,1.1799999933333334,1.137999996,1,2291.666714409723
